nmse_best,nmse_min,nmse_avg_full,nmse_avg_sub,base_r_best,base_r_max,base_r_avg_full,base_r_avg_sub,r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma
6.215426255948841572e-04,2.109863013029098511e-01,1.135676422119140625e+02,3.801748454570770264e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.110464572906494141e-01,6.358204483985900879e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.110464572906494141e-01,6.358204483985900879e-01,1.427799987792968750e+01,1.038000011444091797e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.174280929565429688e+01,2.374575138092041016e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.204300314188003540e-01,6.577025651931762695e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.204300314188003540e-01,6.577025651931762695e-01,1.374600028991699219e+01,9.720000267028808594e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,1.261254272460937500e+03,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.211844176054000854e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.211844176054000854e-01,6.639317870140075684e-01,1.264799976348876953e+01,9.359999656677246094e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,1.316128784179687500e+03,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.268137484788894653e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.268137484788894653e-01,6.636090278625488281e-01,1.189200019836425781e+01,1.034000015258789062e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.137835502624511719e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.253600358963012695e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.253600358963012695e-01,6.632862091064453125e-01,1.185200023651123047e+01,1.027999973297119141e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.663496780395507812e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.404448091983795166e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.404448091983795166e-01,6.636090278625488281e-01,1.140600013732910156e+01,9.460000038146972656e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.418293762207031250e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.364367395639419556e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.364367395639419556e-01,6.639317870140075684e-01,1.107600021362304688e+01,1.057999992370605469e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.018961715698242188e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.531255185604095459e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.531255185604095459e-01,6.636090278625488281e-01,1.117599964141845703e+01,9.720000267028808594e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.825760269165039062e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.324473112821578979e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.324473112821578979e-01,6.632862091064453125e-01,1.145600032806396484e+01,8.720000267028808594e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.256641769409179688e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.372019588947296143e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.372019588947296143e-01,6.636090278625488281e-01,1.126000022888183594e+01,9.000000000000000000e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.621894454956054688e+01,2.141983956098556519e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.226850092411041260e-01,6.627400517463684082e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.226850092411041260e-01,6.627400517463684082e-01,1.168200016021728516e+01,9.600000381469726562e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.068723297119140625e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.274955064058303833e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.274955064058303833e-01,6.632862091064453125e-01,1.130599975585937500e+01,1.014000034332275391e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.206261825561523438e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.274951487779617310e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.274951487779617310e-01,6.632862091064453125e-01,1.191600036621093750e+01,9.399999618530273438e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.688612365722656250e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.345476001501083374e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.345476001501083374e-01,6.636090278625488281e-01,1.188199996948242188e+01,9.239999771118164062e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.807473754882812500e+01,2.431602030992507935e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.154005467891693115e-01,6.559337377548217773e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.154005467891693115e-01,6.559337377548217773e-01,1.261400032043457031e+01,1.131999969482421875e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.260420410156250000e+03,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.393834441900253296e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.393834441900253296e-01,6.632862091064453125e-01,1.260000038146972656e+01,1.011999988555908203e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.938156509399414062e+01,2.184822410345077515e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.169976681470870972e-01,6.611608266830444336e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.169976681470870972e-01,6.611608266830444336e-01,1.374800014495849609e+01,9.699999809265136719e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.275999832153320312e+01,2.765895128250122070e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.075760215520858765e-01,6.491903066635131836e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.075760215520858765e-01,6.491903066635131836e-01,1.454599952697753906e+01,1.100000000000000000e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.342547225952148438e+01,5.239776968955993652e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.084645628929138184e-01,6.238733530044555664e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.084645628929138184e-01,6.238733530044555664e-01,1.415600013732910156e+01,1.157999992370605469e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,1.026791000366210938e+02,2.172039747238159180e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.183371782302856445e-01,6.616918444633483887e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.183371782302856445e-01,6.616918444633483887e-01,1.434200000762939453e+01,1.042000007629394531e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.261175918579101562e+01,5.726472735404968262e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.085241377353668213e-01,6.088610291481018066e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.085241377353668213e-01,6.088610291481018066e-01,1.441399955749511719e+01,1.161999988555908203e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.398797988891601562e+01,3.286560475826263428e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.160208225250244141e-01,6.399432420730590820e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.160208225250244141e-01,6.399432420730590820e-01,1.450800037384033203e+01,1.115999984741210938e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.474561691284179688e+01,2.167053222656250000e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.217209488153457642e-01,6.618710756301879883e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.217209488153457642e-01,6.618710756301879883e-01,1.322200012207031250e+01,1.035999965667724609e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.114332771301269531e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.261378914117813110e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.261378914117813110e-01,6.632862091064453125e-01,1.226399993896484375e+01,1.022000026702880859e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.335856246948242188e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.307776510715484619e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.307776510715484619e-01,6.636090278625488281e-01,1.256200027465820312e+01,9.340000152587890625e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.737911224365234375e+01,2.149035632610321045e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.177564948797225952e-01,6.630628108978271484e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.177564948797225952e-01,6.630628108978271484e-01,1.256000041961669922e+01,1.035999965667724609e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.653856277465820312e+01,2.130901962518692017e-01,9.736213684082031250e-01,6.875880956649780273e-01,2.354630678892135620e-01,6.640950441360473633e-01,9.736213684082031250e-01,6.875880956649780273e-01,2.354630678892135620e-01,6.640950441360473633e-01,1.217000007629394531e+01,1.115999984741210938e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.982163238525390625e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.323895394802093506e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.323895394802093506e-01,6.636090278625488281e-01,1.272999954223632812e+01,1.026000022888183594e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.975783920288085938e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.326674312353134155e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.326674312353134155e-01,6.639317870140075684e-01,1.253600025177001953e+01,1.043999958038330078e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.653907012939453125e+01,2.160001546144485474e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.256283462047576904e-01,6.615482568740844727e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.256283462047576904e-01,6.615482568740844727e-01,1.324800014495849609e+01,1.007999992370605469e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.202365112304687500e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.297989875078201294e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.297989875078201294e-01,6.636090278625488281e-01,1.291399955749511719e+01,1.118000030517578125e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.859024429321289062e+01,2.827164530754089355e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.147491425275802612e-01,6.478789448738098145e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.147491425275802612e-01,6.478789448738098145e-01,1.390400028228759766e+01,1.011999988555908203e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.190426635742187500e+01,2.999806106090545654e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.165889292955398560e-01,6.430319547653198242e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.165889292955398560e-01,6.430319547653198242e-01,1.404599952697753906e+01,1.081999969482421875e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.054718780517578125e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.205542176961898804e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.205542176961898804e-01,6.632862091064453125e-01,1.357800006866455078e+01,9.939999580383300781e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.091934204101562500e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.290288209915161133e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.290288209915161133e-01,6.632862091064453125e-01,1.402000045776367188e+01,9.939999580383300781e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.532696151733398438e+01,2.222178280353546143e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.227391302585601807e-01,6.599538922309875488e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.227391302585601807e-01,6.599538922309875488e-01,1.352400016784667969e+01,9.260000228881835938e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.044567489624023438e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.267009466886520386e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.267009466886520386e-01,6.639317870140075684e-01,1.460000038146972656e+01,9.779999732971191406e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.621449279785156250e+01,4.940110743045806885e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.111533880233764648e-01,6.277715563774108887e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.111533880233764648e-01,6.277715563774108887e-01,1.454599952697753906e+01,1.085999965667724609e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.886753463745117188e+01,5.891902446746826172e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.021527439355850220e-01,6.157743930816650391e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.021527439355850220e-01,6.157743930816650391e-01,1.452799987792968750e+01,1.127999973297119141e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.014953613281250000e+01,2.665186226367950439e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.172060161828994751e-01,6.497401595115661621e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.172060161828994751e-01,6.497401595115661621e-01,1.346399974822998047e+01,9.239999771118164062e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,1.047081832885742188e+02,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.310360372066497803e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.310360372066497803e-01,6.632862091064453125e-01,1.315200042724609375e+01,9.619999885559082031e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.203425979614257812e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.351849824190139771e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.351849824190139771e-01,6.636090278625488281e-01,1.316600036621093750e+01,1.046000003814697266e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.275272369384765625e+01,2.565928697586059570e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.208712249994277954e-01,6.523865461349487305e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.208712249994277954e-01,6.523865461349487305e-01,1.308199977874755859e+01,9.180000305175781250e+00,-1.000000000000000000e+00
6.215426255948841572e-04,1.592863649129867554e-01,2.684783363342285156e+01,2.099522948265075684e-01,9.736213684082031250e-01,7.183996438980102539e-01,2.525621354579925537e-01,6.643884778022766113e-01,9.736213684082031250e-01,7.183996438980102539e-01,2.525621354579925537e-01,6.643884778022766113e-01,1.232800006866455078e+01,9.319999694824218750e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.159950828552246094e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.361585348844528198e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.361585348844528198e-01,6.636090278625488281e-01,1.252000045776367188e+01,1.010000038146972656e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.766532897949218750e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.444960474967956543e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.444960474967956543e-01,6.636090278625488281e-01,1.226399993896484375e+01,9.140000343322753906e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,1.238303588867187500e+03,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.351242452859878540e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.351242452859878540e-01,6.639317870140075684e-01,1.261600017547607422e+01,1.060000038146972656e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.107242965698242188e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.311537414789199829e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.311537414789199829e-01,6.636090278625488281e-01,1.270800018310546875e+01,9.199999809265136719e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.889752960205078125e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.299416959285736084e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.299416959285736084e-01,6.632862091064453125e-01,1.280799961090087891e+01,9.460000038146972656e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.957022476196289062e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.290144264698028564e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.290144264698028564e-01,6.632862091064453125e-01,1.301000022888183594e+01,1.022000026702880859e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.534288024902343750e+01,2.316331565380096436e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.149108797311782837e-01,6.572911143302917480e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.149108797311782837e-01,6.572911143302917480e-01,1.373200035095214844e+01,9.680000305175781250e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,1.075347595214843750e+02,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.284584492444992065e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.284584492444992065e-01,6.636090278625488281e-01,1.345600032806396484e+01,9.939999580383300781e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.238388824462890625e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.328557223081588745e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.328557223081588745e-01,6.632862091064453125e-01,1.403199958801269531e+01,1.156000041961669922e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.559915924072265625e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.238886654376983643e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.238886654376983643e-01,6.639317870140075684e-01,1.427000045776367188e+01,1.088000011444091797e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.405406188964843750e+01,4.527703225612640381e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.093400061130523682e-01,6.277462840080261230e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.093400061130523682e-01,6.277462840080261230e-01,1.491199970245361328e+01,1.096000003814697266e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.475368118286132812e+01,3.187250494956970215e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.159238457679748535e-01,6.385263800621032715e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.159238457679748535e-01,6.385263800621032715e-01,1.459000015258789062e+01,1.296000003814697266e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.870475387573242188e+01,3.228998184204101562e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.137988805770874023e-01,6.404811739921569824e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.137988805770874023e-01,6.404811739921569824e-01,1.493799972534179688e+01,1.119999980926513672e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.168118667602539062e+01,2.160001546144485474e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.173537015914916992e-01,6.615482568740844727e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.173537015914916992e-01,6.615482568740844727e-01,1.475399971008300781e+01,1.052000045776367188e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.062267112731933594e+01,2.123850286006927490e-01,9.736213684082031250e-01,6.875880956649780273e-01,2.214053422212600708e-01,6.637722849845886230e-01,9.736213684082031250e-01,6.875880956649780273e-01,2.214053422212600708e-01,6.637722849845886230e-01,1.397000026702880859e+01,1.035999965667724609e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.807804870605468750e+01,2.179091423749923706e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.149773687124252319e-01,6.620146036148071289e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.149773687124252319e-01,6.620146036148071289e-01,1.413599967956542969e+01,9.739999771118164062e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,1.482989349365234375e+02,2.287276387214660645e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.138708531856536865e-01,6.576782464981079102e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.138708531856536865e-01,6.576782464981079102e-01,1.468999958038330078e+01,1.014000034332275391e+01,-1.000000000000000000e+00
6.215426255948841572e-04,6.215426255948841572e-04,3.533213424682617188e+01,2.067790031433105469e-01,9.736213684082031250e-01,9.736213684082031250e-01,2.218826860189437866e-01,6.694929599761962891e-01,9.736213684082031250e-01,9.736213684082031250e-01,2.218826860189437866e-01,6.694929599761962891e-01,1.423999977111816406e+01,1.161999988555908203e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,5.929619598388671875e+01,2.160001546144485474e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.197381854057312012e-01,6.615482568740844727e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.197381854057312012e-01,6.615482568740844727e-01,1.389599990844726562e+01,1.006000041961669922e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.232881927490234375e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.154343277215957642e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.154343277215957642e-01,6.636090278625488281e-01,1.454599952697753906e+01,1.042000007629394531e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.531617736816406250e+01,6.774784922599792480e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.019203007221221924e-01,6.072746515274047852e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.019203007221221924e-01,6.072746515274047852e-01,1.452400016784667969e+01,1.093999958038330078e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.206414031982421875e+01,4.387397170066833496e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.123429626226425171e-01,6.285719871520996094e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.123429626226425171e-01,6.285719871520996094e-01,1.448400020599365234e+01,1.210000038146972656e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.357556152343750000e+01,5.335578322410583496e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.068588882684707642e-01,6.222075819969177246e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.068588882684707642e-01,6.222075819969177246e-01,1.347000026702880859e+01,1.064000034332275391e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.392278289794921875e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.293006926774978638e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.293006926774978638e-01,6.639317870140075684e-01,1.360599994659423828e+01,1.002000045776367188e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.146284103393554688e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.372291386127471924e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.372291386127471924e-01,6.632862091064453125e-01,1.321599960327148438e+01,9.060000419616699219e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,6.930694580078125000e+01,2.132866680622100830e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.323472499847412109e-01,6.638480424880981445e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.323472499847412109e-01,6.638480424880981445e-01,1.281599998474121094e+01,1.039999961853027344e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.029021644592285156e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.395323663949966431e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.395323663949966431e-01,6.632862091064453125e-01,1.262600040435791016e+01,1.043999958038330078e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.627141571044921875e+01,3.651331961154937744e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.160197347402572632e-01,6.396837234497070312e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.160197347402572632e-01,6.396837234497070312e-01,1.317800045013427734e+01,1.035999965667724609e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.921248435974121094e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.425014674663543701e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.425014674663543701e-01,6.639317870140075684e-01,1.175399971008300781e+01,1.011999988555908203e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.942085838317871094e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.465779930353164673e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.465779930353164673e-01,6.639317870140075684e-01,1.114599990844726562e+01,8.619999885559082031e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.227982711791992188e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.311570048332214355e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.311570048332214355e-01,6.632862091064453125e-01,1.231000041961669922e+01,9.819999694824218750e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.059630966186523438e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.381723672151565552e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.381723672151565552e-01,6.636090278625488281e-01,1.176799964904785156e+01,8.939999580383300781e+00,-1.000000000000000000e+00
