nmse_best,nmse_min,nmse_avg_full,nmse_avg_sub,base_r_best,base_r_max,base_r_avg_full,base_r_avg_sub,r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma
6.215426255948841572e-04,2.109863013029098511e-01,1.496846313476562500e+02,3.444072008132934570e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.151956111192703247e-01,6.478216648101806641e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.151956111192703247e-01,6.478216648101806641e-01,1.456000041961669922e+01,1.035999965667724609e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.015110778808593750e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.227337360382080078e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.227337360382080078e-01,6.632862091064453125e-01,1.582800006866455078e+01,1.092000007629394531e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.229482269287109375e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.305056601762771606e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.305056601762771606e-01,6.632862091064453125e-01,1.484799957275390625e+01,1.010000038146972656e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.230662536621093750e+01,2.342955470085144043e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.138969153165817261e-01,6.565803289413452148e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.138969153165817261e-01,6.565803289413452148e-01,1.498200035095214844e+01,1.156000041961669922e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.277094650268554688e+01,2.131018042564392090e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.305753976106643677e-01,6.642546057701110840e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.305753976106643677e-01,6.642546057701110840e-01,1.485799980163574219e+01,1.118000030517578125e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.602539443969726562e+01,2.511489689350128174e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.138760983943939209e-01,6.521428227424621582e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.138760983943939209e-01,6.521428227424621582e-01,1.536200046539306641e+01,1.156000041961669922e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.571339035034179688e+01,2.867341041564941406e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.155617624521255493e-01,6.453977227210998535e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.155617624521255493e-01,6.453977227210998535e-01,1.508199977874755859e+01,1.080000019073486328e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.498396682739257812e+01,2.145121395587921143e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.324720174074172974e-01,6.649001836776733398e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.324720174074172974e-01,6.649001836776733398e-01,1.493599987030029297e+01,1.130000019073486328e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.456610870361328125e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.218980491161346436e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.218980491161346436e-01,6.632862091064453125e-01,1.477400016784667969e+01,1.015999984741210938e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.933923149108886719e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.306624650955200195e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.306624650955200195e-01,6.639317870140075684e-01,1.481400012969970703e+01,1.088000011444091797e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.918868637084960938e+01,4.935302138328552246e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.130466401576995850e-01,6.282591223716735840e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.130466401576995850e-01,6.282591223716735840e-01,1.477999973297119141e+01,1.127999973297119141e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.205803298950195312e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.288370132446289062e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.288370132446289062e-01,6.636090278625488281e-01,1.492000007629394531e+01,1.135999965667724609e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.560186386108398438e+01,2.131018042564392090e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.291930317878723145e-01,6.642546057701110840e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.291930317878723145e-01,6.642546057701110840e-01,1.471399974822998047e+01,1.042000007629394531e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.980114173889160156e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.342066913843154907e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.342066913843154907e-01,6.632862091064453125e-01,1.449800014495849609e+01,9.899999618530273438e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.951477622985839844e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.254085093736648560e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.254085093736648560e-01,6.636090278625488281e-01,1.466399955749511719e+01,1.014000034332275391e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.153450393676757812e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.415105551481246948e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.415105551481246948e-01,6.636090278625488281e-01,1.447799968719482422e+01,1.085999965667724609e+01,-1.000000000000000000e+00
6.215426255948841572e-04,6.215426255948841572e-04,3.370100402832031250e+01,2.081893384456634521e-01,9.736213684082031250e-01,9.736213684082031250e-01,2.330366820096969604e-01,6.701385378837585449e-01,9.736213684082031250e-01,9.736213684082031250e-01,2.330366820096969604e-01,6.701385378837585449e-01,1.517399978637695312e+01,9.380000114440917969e+00,-1.000000000000000000e+00
6.215426255948841572e-04,1.640635430812835693e-01,4.252615737915039062e+01,2.182737886905670166e-01,9.736213684082031250e-01,7.242900729179382324e-01,2.188205868005752563e-01,6.622221469879150391e-01,9.736213684082031250e-01,7.242900729179382324e-01,2.188205868005752563e-01,6.622221469879150391e-01,1.523400020599365234e+01,1.085999965667724609e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.571803283691406250e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.249229848384857178e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.249229848384857178e-01,6.639317870140075684e-01,1.580799961090087891e+01,1.126000022888183594e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.697704315185546875e+01,2.145121395587921143e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.256794422864913940e-01,6.649001836776733398e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.256794422864913940e-01,6.649001836776733398e-01,1.598799991607666016e+01,1.130000019073486328e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.123661041259765625e+01,2.131018042564392090e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.270655632019042969e-01,6.642546057701110840e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.270655632019042969e-01,6.642546057701110840e-01,1.680800056457519531e+01,1.015999984741210938e+01,-1.000000000000000000e+00
6.215426255948841572e-04,6.215426255948841572e-04,3.612101745605468750e+01,2.171204537153244019e-01,9.736213684082031250e-01,9.736213684082031250e-01,2.218382656574249268e-01,6.681771278381347656e-01,9.736213684082031250e-01,9.736213684082031250e-01,2.218382656574249268e-01,6.681771278381347656e-01,1.627199935913085938e+01,9.899999618530273438e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.690871429443359375e+01,2.954791784286499023e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.149214893579483032e-01,6.442596912384033203e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.149214893579483032e-01,6.442596912384033203e-01,1.709000015258789062e+01,1.050000000000000000e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.844624710083007812e+01,2.678870260715484619e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.148763984441757202e-01,6.516886353492736816e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.148763984441757202e-01,6.516886353492736816e-01,1.638800048828125000e+01,1.027999973297119141e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.394453048706054688e+01,5.238564014434814453e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.098530977964401245e-01,6.179852485656738281e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.098530977964401245e-01,6.179852485656738281e-01,1.598200035095214844e+01,1.119999980926513672e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.414614486694335938e+01,2.163138985633850098e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.242148369550704956e-01,6.637083888053894043e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.242148369550704956e-01,6.637083888053894043e-01,1.549400043487548828e+01,1.011999988555908203e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.150462722778320312e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.351834625005722046e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.351834625005722046e-01,6.639317870140075684e-01,1.496599960327148438e+01,1.039999961853027344e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.037563514709472656e+01,7.417336702346801758e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.049737870693206787e-01,5.924751758575439453e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.049737870693206787e-01,5.924751758575439453e-01,1.443599987030029297e+01,1.265999984741210938e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.964100646972656250e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.248739451169967651e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.248739451169967651e-01,6.639317870140075684e-01,1.392000007629394531e+01,1.056000041961669922e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.949334716796875000e+01,2.902538180351257324e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.211217731237411499e-01,6.522023677825927734e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.211217731237411499e-01,6.522023677825927734e-01,1.326599979400634766e+01,1.043999958038330078e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.974184799194335938e+01,2.145121395587921143e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.323894649744033813e-01,6.649001836776733398e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.323894649744033813e-01,6.649001836776733398e-01,1.324400043487548828e+01,9.579999923706054688e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.327311325073242188e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.387745976448059082e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.387745976448059082e-01,6.632862091064453125e-01,1.307600021362304688e+01,9.439999580383300781e+00,-1.000000000000000000e+00
6.215426255948841572e-04,6.215426255948841572e-04,2.917573356628417969e+01,2.081893384456634521e-01,9.736213684082031250e-01,9.736213684082031250e-01,2.422945797443389893e-01,6.701385378837585449e-01,9.736213684082031250e-01,9.736213684082031250e-01,2.422945797443389893e-01,6.701385378837585449e-01,1.297799968719482422e+01,1.081999969482421875e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.956246757507324219e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.338075637817382812e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.338075637817382812e-01,6.636090278625488281e-01,1.268599987030029297e+01,1.002000045776367188e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.869050598144531250e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.341489493846893311e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.341489493846893311e-01,6.636090278625488281e-01,1.276399993896484375e+01,9.319999694824218750e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.390215301513671875e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.513478994369506836e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.513478994369506836e-01,6.636090278625488281e-01,1.273799991607666016e+01,9.300000190734863281e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.609585952758789062e+01,2.131018042564392090e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.461801916360855103e-01,6.642546057701110840e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.461801916360855103e-01,6.642546057701110840e-01,1.266600036621093750e+01,1.057999992370605469e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.937870025634765625e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.367172837257385254e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.367172837257385254e-01,6.636090278625488281e-01,1.369200038909912109e+01,9.979999542236328125e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.181845664978027344e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.299317866563796997e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.299317866563796997e-01,6.636090278625488281e-01,1.290799999237060547e+01,1.027999973297119141e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,9.931981201171875000e+02,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.273505330085754395e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.273505330085754395e-01,6.636090278625488281e-01,1.329199981689453125e+01,1.196000003814697266e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.004416084289550781e+01,2.130901962518692017e-01,9.736213684082031250e-01,6.875880956649780273e-01,2.393674701452255249e-01,6.640950441360473633e-01,9.736213684082031250e-01,6.875880956649780273e-01,2.393674701452255249e-01,6.640950441360473633e-01,1.352799987792968750e+01,1.106000041961669922e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.851955795288085938e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.348759919404983521e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.348759919404983521e-01,6.639317870140075684e-01,1.372399997711181641e+01,1.023999977111816406e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.433390045166015625e+01,2.131018042564392090e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.262507379055023193e-01,6.642546057701110840e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.262507379055023193e-01,6.642546057701110840e-01,1.440999984741210938e+01,9.680000305175781250e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,1.422611846923828125e+02,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.313241213560104370e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.313241213560104370e-01,6.632862091064453125e-01,1.466199970245361328e+01,9.560000419616699219e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.975599670410156250e+01,2.167053222656250000e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.208597809076309204e-01,6.618710756301879883e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.208597809076309204e-01,6.618710756301879883e-01,1.549600028991699219e+01,9.420000076293945312e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,9.902473449707031250e+01,2.160001546144485474e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.229440510272979736e-01,6.615482568740844727e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.229440510272979736e-01,6.615482568740844727e-01,1.612800025939941406e+01,1.003999996185302734e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.461822509765625000e+01,2.141983956098556519e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.214076071977615356e-01,6.627400517463684082e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.214076071977615356e-01,6.627400517463684082e-01,1.621199989318847656e+01,1.027999973297119141e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.634144210815429688e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.175309658050537109e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.175309658050537109e-01,6.632862091064453125e-01,1.645800018310546875e+01,9.319999694824218750e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.385084533691406250e+01,9.021868109703063965e-01,9.736213684082031250e-01,6.632862091064453125e-01,1.993349194526672363e-01,5.779241919517517090e-01,9.736213684082031250e-01,6.632862091064453125e-01,1.993349194526672363e-01,5.779241919517517090e-01,1.758600044250488281e+01,1.419999980926513672e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.008150291442871094e+01,3.056868910789489746e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.121981978416442871e-01,6.427420973777770996e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.121981978416442871e-01,6.427420973777770996e-01,1.615600013732910156e+01,1.138000011444091797e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.149585914611816406e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.293328791856765747e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.293328791856765747e-01,6.636090278625488281e-01,1.633200073242187500e+01,1.126000022888183594e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.576448440551757812e+01,2.131018042564392090e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.230347990989685059e-01,6.642546057701110840e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.230347990989685059e-01,6.642546057701110840e-01,1.638800048828125000e+01,1.081999969482421875e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.668096923828125000e+01,2.199058085680007935e-01,9.736213684082031250e-01,6.875880956649780273e-01,2.142257690429687500e-01,6.611652970314025879e-01,9.736213684082031250e-01,6.875880956649780273e-01,2.142257690429687500e-01,6.611652970314025879e-01,1.615600013732910156e+01,1.047999954223632812e+01,-1.000000000000000000e+00
6.215426255948841572e-04,6.215426255948841572e-04,3.230551910400390625e+01,2.081893384456634521e-01,9.736213684082031250e-01,9.736213684082031250e-01,2.249342203140258789e-01,6.701385378837585449e-01,9.736213684082031250e-01,9.736213684082031250e-01,2.249342203140258789e-01,6.701385378837585449e-01,1.634600067138671875e+01,1.050000000000000000e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.511665725708007812e+01,2.546838819980621338e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.117192745208740234e-01,6.519201397895812988e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.117192745208740234e-01,6.519201397895812988e-01,1.627199935913085938e+01,9.600000381469726562e+00,-1.000000000000000000e+00
6.215426255948841572e-04,1.640635430812835693e-01,6.760332641601562500e+02,5.478591918945312500e-01,9.736213684082031250e-01,7.242900729179382324e-01,2.051374167203903198e-01,6.164586544036865234e-01,9.736213684082031250e-01,7.242900729179382324e-01,2.051374167203903198e-01,6.164586544036865234e-01,1.609000015258789062e+01,1.088000011444091797e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.037444305419921875e+01,2.131018042564392090e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.380374222993850708e-01,6.642546057701110840e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.380374222993850708e-01,6.642546057701110840e-01,1.576200008392333984e+01,1.103999996185302734e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.216567230224609375e+01,2.149035632610321045e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.206546068191528320e-01,6.630628108978271484e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.206546068191528320e-01,6.630628108978271484e-01,1.589400005340576172e+01,1.077999973297119141e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.609264373779296875e+01,2.202095538377761841e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.183217853307723999e-01,6.606436371803283691e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.183217853307723999e-01,6.606436371803283691e-01,1.543400001525878906e+01,1.064000034332275391e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.103452148437500000e+02,2.242260873317718506e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.212322801351547241e-01,6.592640876770019531e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.212322801351547241e-01,6.592640876770019531e-01,1.474199962615966797e+01,9.899999618530273438e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.250120162963867188e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.245950847864151001e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.245950847864151001e-01,6.632862091064453125e-01,1.420400047302246094e+01,1.106000041961669922e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.664064025878906250e+01,2.131018042564392090e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.233989685773849487e-01,6.642546057701110840e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.233989685773849487e-01,6.642546057701110840e-01,1.436999988555908203e+01,9.579999923706054688e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,2.776055526733398438e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.391202598810195923e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.391202598810195923e-01,6.639317870140075684e-01,1.426200008392333984e+01,1.052000045776367188e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.397471237182617188e+01,2.149035632610321045e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.218219488859176636e-01,6.630628108978271484e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.218219488859176636e-01,6.630628108978271484e-01,1.503199958801269531e+01,1.177999973297119141e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.205865097045898438e+01,2.131018042564392090e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.240450382232666016e-01,6.642546057701110840e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.240450382232666016e-01,6.642546057701110840e-01,1.394400024414062500e+01,9.939999580383300781e+00,-1.000000000000000000e+00
6.215426255948841572e-04,1.640635430812835693e-01,3.790842056274414062e+01,2.146702706813812256e-01,9.736213684082031250e-01,7.242900729179382324e-01,2.205256521701812744e-01,6.646056771278381348e-01,9.736213684082031250e-01,7.242900729179382324e-01,2.205256521701812744e-01,6.646056771278381348e-01,1.517199993133544922e+01,1.147999954223632812e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.558713912963867188e+01,2.109863013029098511e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.276242971420288086e-01,6.632862091064453125e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.276242971420288086e-01,6.632862091064453125e-01,1.444999980926513672e+01,1.014000034332275391e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.125460243225097656e+01,2.138069719076156616e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.314375787973403931e-01,6.645773649215698242e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.314375787973403931e-01,6.645773649215698242e-01,1.515999984741210938e+01,1.088000011444091797e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.163711166381835938e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.390614748001098633e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.390614748001098633e-01,6.636090278625488281e-01,1.497599983215332031e+01,1.022000026702880859e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.389644622802734375e+01,2.116914689540863037e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.292150557041168213e-01,6.636090278625488281e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.292150557041168213e-01,6.636090278625488281e-01,1.488799953460693359e+01,1.072000026702880859e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,4.522423171997070312e+01,2.668428719043731689e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.130639702081680298e-01,6.481918692588806152e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.130639702081680298e-01,6.481918692588806152e-01,1.652599906921386719e+01,1.227999973297119141e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.334757614135742188e+01,2.123966366052627563e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.224780321121215820e-01,6.639317870140075684e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.224780321121215820e-01,6.639317870140075684e-01,1.577400016784667969e+01,9.939999580383300781e+00,-1.000000000000000000e+00
6.215426255948841572e-04,2.542302012443542480e-02,3.067255020141601562e+01,2.093905359506607056e-01,9.736213684082031250e-01,8.804143667221069336e-01,2.227611243724822998e-01,6.685971617698669434e-01,9.736213684082031250e-01,8.804143667221069336e-01,2.227611243724822998e-01,6.685971617698669434e-01,1.620000076293945312e+01,1.160000038146972656e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.804447937011718750e+01,2.234216481447219849e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.156420350074768066e-01,6.600974798202514648e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.156420350074768066e-01,6.600974798202514648e-01,1.667399978637695312e+01,1.019999980926513672e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,3.943592834472656250e+01,5.818128585815429688e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.079201638698577881e-01,6.119265556335449219e-01,9.736213684082031250e-01,6.794257760047912598e-01,2.079201638698577881e-01,6.119265556335449219e-01,1.706999969482421875e+01,1.396000003814697266e+01,-1.000000000000000000e+00
6.215426255948841572e-04,2.109863013029098511e-01,6.036384582519531250e+01,5.689898729324340820e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.090329974889755249e-01,6.158753633499145508e-01,9.736213684082031250e-01,6.632862091064453125e-01,2.090329974889755249e-01,6.158753633499145508e-01,1.742799949645996094e+01,1.053999996185302734e+01,-1.000000000000000000e+00
